date,symbol,kind,break_type,detail,amount_usd,seeded,material
2019-09-30,DCH,borrow_fee,notional_break,"PB notional 14,459,585 vs book 14,913,149 (x0.9696)",7.387903790634141,stale_mark,True
2019-10-01,CGC,borrow_fee,rate_break,PB rate 0.005038 vs book 0.005097,2.334200145176453,stale_fee_rate,True
2019-10-02,CGC,borrow_fee,rate_break,PB rate 0.005038 vs book 0.004979,-2.322948136988515,stale_fee_rate,True
2019-10-03,CGC,borrow_fee,rate_break,PB rate 0.005038 vs book 0.003480,-65.78552176294477,stale_fee_rate,True
2019-10-04,CGC,borrow_fee,rate_break,PB rate 0.005038 vs book 0.005050,0.5167604747138057,stale_fee_rate,True
2019-10-07,CGC,borrow_fee,rate_break,PB rate 0.005038 vs book 0.005169,5.285660980898797,stale_fee_rate,True
2019-10-08,CGC,borrow_fee,rate_break,PB rate 0.005038 vs book 0.005050,0.5122512209477179,stale_fee_rate,True
2019-10-09,CGC,borrow_fee,rate_break,PB rate 0.005038 vs book 0.004820,-8.975353577586986,stale_fee_rate,True
2019-10-10,CGC,borrow_fee,rate_break,PB rate 0.005038 vs book 0.003680,-50.10029434598334,stale_fee_rate,True
2019-10-11,CGC,borrow_fee,rate_break,PB rate 0.005038 vs book 0.003650,-48.70831506889604,stale_fee_rate,True
2019-10-11,PCG,short_rebate,missing_in_pb,"book 604.66, no PB line",604.6619571558897,,True
2019-10-14,CGC,borrow_fee,rate_break,PB rate 0.005038 vs book 0.003456,-53.911198223308006,stale_fee_rate,True
2019-10-15,CGC,borrow_fee,rate_break,PB rate 0.005038 vs book 0.003418,-58.823408900293714,stale_fee_rate,True
2019-10-16,CGC,borrow_fee,rate_break,PB rate 0.005038 vs book 0.003200,-65.49385019466014,stale_fee_rate,True
2019-10-17,CGC,borrow_fee,rate_break,PB rate 0.005038 vs book 0.003517,-57.04974580555336,stale_fee_rate,True
2019-10-17,MAC,borrow_fee,notional_break,"PB notional 12,953,999 vs book 13,034,253 (x0.9938)",9.557229100662425,stale_mark,True
2019-10-18,CGC,borrow_fee,rate_break,PB rate 0.005038 vs book 0.003063,-72.09898209096409,stale_fee_rate,True
2019-10-18,VISN,borrow_fee,duplicate_line,2 PB lines vs 1,-242.84277906649797,duplicate_fee,True
2019-10-21,CGC,borrow_fee,rate_break,PB rate 0.005038 vs book 0.002937,-77.23098614310945,stale_fee_rate,True
2019-10-22,AA,borrow_fee,duplicate_line,2 PB lines vs 1,-136.03973322034741,duplicate_fee,True
2019-10-22,CGC,borrow_fee,rate_break,PB rate 0.005038 vs book 0.002925,-80.73380646409274,stale_fee_rate,True
2019-10-23,CGC,borrow_fee,rate_break,PB rate 0.005038 vs book 0.002915,-83.42256285973639,stale_fee_rate,True
2019-10-24,CGC,borrow_fee,rate_break,PB rate 0.005038 vs book 0.003344,-66.28844921367761,stale_fee_rate,True
2019-10-25,CGC,borrow_fee,rate_break,PB rate 0.005038 vs book 0.002868,-85.93356998683319,stale_fee_rate,True
2019-10-28,APA,borrow_fee,notional_break,"PB notional 12,856,765 vs book 12,658,700 (x1.0156)",-2.1935161646134986,stale_mark,True
2019-10-28,CGC,borrow_fee,rate_break,PB rate 0.005038 vs book 0.002963,-81.12269495520304,stale_fee_rate,True
2019-10-29,CGC,borrow_fee,rate_break,PB rate 0.005038 vs book 0.002971,-76.80581216872903,stale_fee_rate,True
2019-10-30,CGC,borrow_fee,rate_break,PB rate 0.005038 vs book 0.002888,-78.30720082407815,stale_fee_rate,True
2019-10-31,CGC,borrow_fee,rate_break,PB rate 0.005038 vs book 0.002890,-100.1773696164405,stale_fee_rate,True
2019-11-01,BB,borrow_fee,rate_break,PB rate 0.004789 vs book 0.004649,-6.79990627453887,stale_fee_rate,True
2019-11-04,BB,borrow_fee,rate_break,PB rate 0.004789 vs book 0.004596,-9.608527260698963,stale_fee_rate,True
2019-11-05,BB,borrow_fee,rate_break,PB rate 0.004789 vs book 0.004703,-4.196882538625061,stale_fee_rate,True
2019-11-06,BB,borrow_fee,rate_break,PB rate 0.004789 vs book 0.004869,3.961739395194627,stale_fee_rate,True
2019-11-06,PTEN,short_rebate,missing_in_pb,"book 773.26, no PB line",773.2578634674883,,True
2019-11-07,BB,borrow_fee,rate_break,PB rate 0.004789 vs book 0.004983,9.536204759896037,stale_fee_rate,True
2019-11-08,BB,borrow_fee,rate_break,PB rate 0.004789 vs book 0.005041,12.401830264841863,stale_fee_rate,True
2019-11-11,BB,borrow_fee,rate_break,PB rate 0.004789 vs book 0.005041,12.446602172866875,stale_fee_rate,True
2019-11-11,DDD,short_rebate,missing_in_pb,"book 712.96, no PB line",712.9635025034047,,True
2019-11-12,BB,borrow_fee,rate_break,PB rate 0.004789 vs book 0.005100,15.531642931049504,stale_fee_rate,True
2019-11-13,BB,borrow_fee,rate_break,PB rate 0.004789 vs book 0.007471,131.2699522952455,stale_fee_rate,True
2019-11-14,BB,borrow_fee,rate_break,PB rate 0.004789 vs book 0.007385,123.84140359708758,stale_fee_rate,True
2019-11-15,AMC,borrow_fee,duplicate_line,2 PB lines vs 1,-123.3439306370235,duplicate_fee,True
2019-11-15,BB,borrow_fee,rate_break,PB rate 0.004789 vs book 0.008485,179.5829907352909,stale_fee_rate,True
2019-11-18,BB,borrow_fee,rate_break,PB rate 0.004789 vs book 0.007735,138.1759774277321,stale_fee_rate,True
2019-11-19,BB,borrow_fee,rate_break,PB rate 0.004789 vs book 0.007735,139.7431892989902,stale_fee_rate,True
2019-11-20,BB,borrow_fee,rate_break,PB rate 0.004789 vs book 0.007659,133.836201466475,stale_fee_rate,True
2019-11-21,BB,borrow_fee,rate_break,PB rate 0.004789 vs book 0.007659,135.87173101790663,stale_fee_rate,True
2019-11-22,BB,borrow_fee,rate_break,PB rate 0.004789 vs book 0.007484,133.8057412474826,stale_fee_rate,True
2019-11-25,BB,borrow_fee,rate_break,PB rate 0.004789 vs book 0.007571,135.16166801083503,stale_fee_rate,True
2019-11-26,BB,borrow_fee,rate_break,PB rate 0.004789 vs book 0.007571,136.64153887185898,stale_fee_rate,True
2019-11-27,BB,borrow_fee,rate_break,PB rate 0.004789 vs book 0.007398,129.53962112996393,stale_fee_rate,True
2019-11-29,BB,borrow_fee,rate_break,PB rate 0.004789 vs book 0.008497,158.34972190291523,stale_fee_rate,True
2019-12-02,BB,borrow_fee,notional_break,"PB notional 15,371,486 vs book 15,178,307 (x1.0127)",-4.507448798205871,stale_mark,True
2019-12-02,NOV,borrow_fee,notional_break,"PB notional 15,371,486 vs book 15,712,317 (x0.9783)",5.308667011651636,stale_mark,True
2019-12-02,PCG,borrow_fee,rate_break,PB rate 0.002934 vs book 0.002940,0.27319439993854644,stale_fee_rate,False
2019-12-04,PCG,borrow_fee,rate_break,PB rate 0.002934 vs book 0.002911,-1.2010914904280696,stale_fee_rate,True
2019-12-05,PCG,borrow_fee,rate_break,PB rate 0.002934 vs book 0.002907,-1.4649292804618028,stale_fee_rate,True
2019-12-06,PCG,borrow_fee,rate_break,PB rate 0.002934 vs book 0.002909,-1.3347270823697386,stale_fee_rate,True
2019-12-06,PGEN,short_rebate,missing_in_pb,"book 638.06, no PB line",638.0638290406112,,True
2019-12-09,PCG,borrow_fee,rate_break,PB rate 0.002934 vs book 0.002895,-2.4424936627279124,stale_fee_rate,True
2019-12-10,PCG,borrow_fee,rate_break,PB rate 0.002934 vs book 0.002881,-3.6743203293263207,stale_fee_rate,True
2019-12-11,PCG,borrow_fee,rate_break,PB rate 0.002934 vs book 0.002881,-3.6742721513749075,stale_fee_rate,True
2019-12-11,VTRS,borrow_fee,notional_break,"PB notional 15,306,006 vs book 15,396,040 (x0.9942)",0.6291214653527106,stale_mark,True
2019-12-12,PCG,borrow_fee,rate_break,PB rate 0.002934 vs book 0.003059,8.429360623502674,stale_fee_rate,True
2019-12-13,PCG,borrow_fee,rate_break,PB rate 0.002934 vs book 0.002984,3.2162762699894927,stale_fee_rate,True
2019-12-16,AKBA,borrow_fee,notional_break,"PB notional 15,615,866 vs book 15,933,560 (x0.9801)",4.0769522655262165,stale_mark,True
2019-12-16,BIDU,short_rebate,missing_in_pb,"book 692.29, no PB line",692.2853511236444,,True
2019-12-16,PCG,borrow_fee,rate_break,PB rate 0.002934 vs book 0.002984,2.767027794439798,stale_fee_rate,True
2019-12-17,PCG,borrow_fee,rate_break,PB rate 0.002934 vs book 0.002981,2.9937117347943456,stale_fee_rate,True
2019-12-18,PCG,borrow_fee,rate_break,PB rate 0.002934 vs book 0.002973,2.573047266128924,stale_fee_rate,True
2019-12-19,PCG,borrow_fee,rate_break,PB rate 0.002934 vs book 0.002973,2.4843214235166897,stale_fee_rate,True
2019-12-20,AA,short_rebate,missing_in_pb,"book 690.45, no PB line",690.4474356699488,,True
2019-12-20,PCG,borrow_fee,rate_break,PB rate 0.002934 vs book 0.002979,2.886676441714883,stale_fee_rate,True
2019-12-23,PCG,borrow_fee,rate_break,PB rate 0.002934 vs book 0.002975,2.6170070897338746,stale_fee_rate,True
2019-12-24,PCG,borrow_fee,rate_break,PB rate 0.002934 vs book 0.002973,2.4911464215752233,stale_fee_rate,True
2019-12-26,PCG,borrow_fee,rate_break,PB rate 0.002934 vs book 0.002969,2.2165361334982663,stale_fee_rate,True
2019-12-26,VTRS,borrow_fee,notional_break,"PB notional 16,239,099 vs book 16,026,288 (x1.0133)",-1.4870332151263739,stale_mark,True
2019-12-27,PCG,borrow_fee,rate_break,PB rate 0.002934 vs book 0.002801,-7.947511911104641,stale_fee_rate,True
2019-12-30,PCG,borrow_fee,rate_break,PB rate 0.002934 vs book 0.002810,-7.625011306963017,stale_fee_rate,True
2019-12-31,PCG,borrow_fee,rate_break,PB rate 0.002934 vs book 0.002810,-4.875741218648258,stale_fee_rate,True
2020-01-03,DDD,borrow_fee,notional_break,"PB notional 14,148,557 vs book 13,920,880 (x1.0164)",-85.92061529574858,stale_mark,True
2020-01-06,VTRS,short_rebate,missing_in_pb,"book 636.15, no PB line",636.1456289700939,,True
2020-01-09,KHC,borrow_fee,notional_break,"PB notional 13,547,828 vs book 13,543,399 (x1.0003)",-0.0337210487669779,stale_mark,False
2020-01-13,AA,borrow_fee,duplicate_line,2 PB lines vs 1,-120.97764417638278,duplicate_fee,True
2020-01-15,TDAY,short_rebate,missing_in_pb,"book 650.70, no PB line",650.7030888569038,,True
2020-01-15,UPWK,borrow_fee,notional_break,"PB notional 13,162,963 vs book 13,202,972 (x0.9970)",0.7118144486128415,stale_mark,True
2020-01-24,PACB,short_rebate,missing_in_pb,"book 590.03, no PB line",590.0274556375745,,True
2020-01-29,GAP,borrow_fee,notional_break,"PB notional 14,592,055 vs book 14,575,959 (x1.0011)",-0.4992144867176762,stale_mark,False
2020-01-29,TLRY,short_rebate,missing_in_pb,"book 677.05, no PB line",677.0541381433006,,True
2020-01-30,AA,borrow_fee,duplicate_line,2 PB lines vs 1,-80.67608125462391,duplicate_fee,True
2020-01-31,DXC,borrow_fee,notional_break,"PB notional 15,117,697 vs book 14,838,429 (x1.0188)",-8.084828693146335,stale_mark,True
2020-02-03,NVAX,borrow_fee,rate_break,PB rate 0.003468 vs book 0.003513,1.668674003715239,stale_fee_rate,True
2020-02-04,NVAX,borrow_fee,rate_break,PB rate 0.003468 vs book 0.003506,1.4298502385396432,stale_fee_rate,True
2020-02-05,NVAX,borrow_fee,rate_break,PB rate 0.003468 vs book 0.003708,9.067514804813015,stale_fee_rate,True
2020-02-06,NVAX,borrow_fee,rate_break,PB rate 0.003468 vs book 0.003539,2.623144969149962,stale_fee_rate,True
2020-02-07,NVAX,borrow_fee,rate_break,PB rate 0.003468 vs book 0.003539,2.4198895081860883,stale_fee_rate,True
2020-02-10,NVAX,borrow_fee,rate_break,PB rate 0.003468 vs book 0.003501,1.2494257233025223,stale_fee_rate,True
2020-02-11,NVAX,borrow_fee,rate_break,PB rate 0.003468 vs book 0.003493,0.9887971407089253,stale_fee_rate,True
2020-02-12,DBX,borrow_fee,notional_break,"PB notional 16,215,909 vs book 16,189,754 (x1.0016)",-0.4671869437979126,stale_mark,False
2020-02-12,NVAX,borrow_fee,rate_break,PB rate 0.003468 vs book 0.003496,1.112008880571409,stale_fee_rate,True
2020-02-13,AEO,borrow_fee,duplicate_line,2 PB lines vs 1,-944.9339590335965,duplicate_fee,True
2020-02-13,NVAX,borrow_fee,rate_break,PB rate 0.003468 vs book 0.003337,-5.512371920232397,stale_fee_rate,True
2020-02-13,TDAY,borrow_fee,notional_break,"PB notional 15,688,420 vs book 15,494,137 (x1.0125)",-114.8541543035135,stale_mark,True
2020-02-14,NVAX,borrow_fee,rate_break,PB rate 0.003468 vs book 0.003337,-5.434533454227761,stale_fee_rate,True
2020-02-18,NVAX,borrow_fee,duplicate_line,2 PB lines vs 1,-150.16059499389007,duplicate_fee,True
2020-02-19,NVAX,borrow_fee,rate_break,PB rate 0.003468 vs book 0.003529,2.6281406471873936,stale_fee_rate,True
2020-02-20,NVAX,borrow_fee,rate_break,PB rate 0.003468 vs book 0.003491,1.0035692515127153,stale_fee_rate,True
2020-02-20,TEVA,borrow_fee,notional_break,"PB notional 19,190,084 vs book 18,990,337 (x1.0105)",-2.0049381999142497,stale_mark,True
2020-02-21,BIDU,short_rebate,missing_in_pb,"book 684.13, no PB line",684.1310704210337,,True
2020-02-21,NVAX,borrow_fee,rate_break,PB rate 0.003468 vs book 0.003469,0.03806149622317889,stale_fee_rate,False
2020-02-24,NVAX,borrow_fee,rate_break,PB rate 0.003468 vs book 0.003499,1.3631814194743583,stale_fee_rate,True
2020-02-25,NVAX,borrow_fee,rate_break,PB rate 0.003468 vs book 0.003517,2.094401723899665,stale_fee_rate,True
2020-02-26,NVAX,borrow_fee,rate_break,PB rate 0.003468 vs book 0.003420,-2.3980913032561375,stale_fee_rate,True
2020-02-27,NVAX,borrow_fee,rate_break,PB rate 0.003468 vs book 0.003304,-10.43967752974487,stale_fee_rate,True
2020-02-28,NVAX,borrow_fee,rate_break,PB rate 0.003468 vs book 0.003442,-1.1382704891990443,stale_fee_rate,True
2020-03-04,AIXC,borrow_fee,notional_break,"PB notional 10,717,698 vs book 10,283,506 (x1.0422)",-3.021374084198996,stale_mark,True
2020-03-04,M,borrow_fee,notional_break,"PB notional 15,076,775 vs book 15,088,694 (x0.9992)",2.6769391574694055,stale_mark,True
2020-03-11,BA,borrow_fee,notional_break,"PB notional 13,240,433 vs book 10,837,198 (x1.2218)",-17.218654735739676,stale_mark,True
2020-03-11,BE,borrow_fee,notional_break,"PB notional 15,594,195 vs book 13,299,397 (x1.1725)",-51.76482642861174,stale_mark,True
2020-03-13,CLF,borrow_fee,notional_break,"PB notional 11,018,632 vs book 13,216,930 (x0.8337)",325.56616846837665,stale_mark,True
2020-03-17,DCH,borrow_fee,notional_break,"PB notional 10,711,309 vs book 9,565,447 (x1.1198)",-23.59935589247513,stale_mark,True
2020-03-17,NOG,borrow_fee,notional_break,"PB notional 8,590,865 vs book 8,482,119 (x1.0128)",-2.1892571362313618,stale_mark,True
2020-03-17,TME,borrow_fee,notional_break,"PB notional 14,364,128 vs book 13,649,171 (x1.0524)",-6.7392334324237595,stale_mark,True
2020-03-18,BB,borrow_fee,notional_break,"PB notional 8,844,743 vs book 9,698,719 (x0.9119)",24.29502282991345,stale_mark,True
2020-03-25,AMC,short_rebate,missing_in_pb,"book 24.21, no PB line",24.209010076786544,,True
2020-04-01,LYFT,borrow_fee,duplicate_line,2 PB lines vs 1,-166.64749187868034,duplicate_fee,True
2020-04-08,SABR,borrow_fee,notional_break,"PB notional 19,446,904 vs book 21,022,773 (x0.9250)",13.358884166705735,stale_mark,True
2020-04-23,AEO,short_rebate,missing_in_pb,"book 19.42, no PB line",19.424268849001642,,True
2020-04-27,AA,short_rebate,missing_in_pb,"book 26.43, no PB line",26.431476059179193,,True
2020-04-29,IONS,short_rebate,missing_in_pb,"book 26.56, no PB line",26.563643179489453,,True
2020-05-01,TLRY,borrow_fee,notional_break,"PB notional 18,645,217 vs book 16,769,115 (x1.1119)",-20.276026330909446,stale_mark,True
2020-05-04,AA,borrow_fee,notional_break,"PB notional 17,592,850 vs book 17,844,503 (x0.9859)",2.4448702028952596,stale_mark,True
2020-05-04,AEO,short_rebate,missing_in_pb,"book 24.27, no PB line",24.267446666861204,,True
2020-05-07,EQT,borrow_fee,duplicate_line,2 PB lines vs 1,-159.64460397097207,duplicate_fee,True
2020-05-22,OKE,short_rebate,missing_in_pb,"book 31.32, no PB line",31.321085052962882,,True
2020-06-04,RITM,borrow_fee,duplicate_line,2 PB lines vs 1,-190.38430663175257,duplicate_fee,True
2020-06-11,PAGP,borrow_fee,notional_break,"PB notional 21,920,376 vs book 18,930,367 (x1.1579)",-29.971620171847604,stale_mark,True
2020-06-23,VERI,short_rebate,missing_in_pb,"book 86.70, no PB line",86.69952543346302,,True
2020-06-26,CGC,borrow_fee,duplicate_line,2 PB lines vs 1,-161.7643737635129,duplicate_fee,True
2020-06-30,SABR,short_rebate,missing_in_pb,"book 42.43, no PB line",42.43317062374756,,True
2020-07-02,MAC,short_rebate,missing_in_pb,"book 44.97, no PB line",44.969933905079344,,True
2020-07-07,OTLK,borrow_fee,duplicate_line,2 PB lines vs 1,-153.14849396102366,duplicate_fee,True
2020-07-14,DVLT,short_rebate,missing_in_pb,"book 49.74, no PB line",49.73562324271806,,True
2020-07-14,NCLH,borrow_fee,notional_break,"PB notional 18,130,302 vs book 17,816,508 (x1.0176)",-4.095843821042479,stale_mark,True
2020-07-15,UAA,borrow_fee,duplicate_line,2 PB lines vs 1,-360.059789017373,duplicate_fee,True
2020-07-16,AAL,short_rebate,missing_in_pb,"book 50.53, no PB line",50.525342244401365,,True
2020-07-21,MGY,short_rebate,missing_in_pb,"book 62.58, no PB line",62.58192592230007,,True
2020-07-23,DXC,borrow_fee,notional_break,"PB notional 19,997,597 vs book 20,286,914 (x0.9857)",3.4644252095402237,stale_mark,True
2020-07-27,CCL,borrow_fee,duplicate_line,2 PB lines vs 1,-280.21774406540607,duplicate_fee,True
2020-08-04,OXY,borrow_fee,notional_break,"PB notional 21,187,221 vs book 21,867,990 (x0.9689)",7.144143710177332,stale_mark,True
2020-08-12,PCG,short_rebate,missing_in_pb,"book 60.29, no PB line",60.28964142189228,,True
2020-08-13,KSS,borrow_fee,notional_break,"PB notional 26,910,031 vs book 26,152,002 (x1.0290)",-154.91503243431907,stale_mark,True
2020-08-13,MIST,borrow_fee,duplicate_line,2 PB lines vs 1,-168.1904102840816,duplicate_fee,True
2020-08-13,TLRY,borrow_fee,duplicate_line,2 PB lines vs 1,-197.66954553696775,duplicate_fee,True
2020-08-19,CGC,borrow_fee,duplicate_line,2 PB lines vs 1,-167.15760950239408,duplicate_fee,True
2020-08-19,OKE,short_rebate,missing_in_pb,"book 54.57, no PB line",54.57203671738097,,True
2020-08-26,OKE,borrow_fee,notional_break,"PB notional 21,358,704 vs book 20,810,240 (x1.0264)",-4.54086298773899,stale_mark,True
2020-08-27,VYX,borrow_fee,notional_break,"PB notional 24,395,327 vs book 25,083,522 (x0.9726)",22.514889579848727,stale_mark,True
2020-08-28,PSKY,borrow_fee,duplicate_line,2 PB lines vs 1,-163.68353066292528,duplicate_fee,True
2020-09-02,TLRY,borrow_fee,notional_break,"PB notional 20,367,271 vs book 20,240,962 (x1.0062)",-1.0569108731409642,stale_mark,True
2020-09-03,AIXC,borrow_fee,notional_break,"PB notional 19,954,863 vs book 18,501,198 (x1.0786)",-11.715087029331158,stale_mark,True
2020-09-14,KSS,borrow_fee,notional_break,"PB notional 21,158,517 vs book 23,182,117 (x0.9127)",815.4341824750791,stale_mark,True
2020-09-16,SABR,borrow_fee,notional_break,"PB notional 20,339,534 vs book 21,218,590 (x0.9586)",26.234292657177207,stale_mark,True
2020-09-17,NCLH,short_rebate,missing_in_pb,"book 53.44, no PB line",53.43507407771442,,True
2020-09-21,APLE,borrow_fee,notional_break,"PB notional 21,354,949 vs book 19,542,383 (x1.0928)",-16.054670857176177,stale_mark,True
2020-09-22,SABR,borrow_fee,duplicate_line,2 PB lines vs 1,-726.305146370594,duplicate_fee,True
2020-09-23,FUN,short_rebate,missing_in_pb,"book 49.82, no PB line",49.81575660190154,,True
2020-09-25,AIXC,short_rebate,missing_in_pb,"book 49.23, no PB line",49.226401600090945,,True
2020-09-30,FUN,borrow_fee,notional_break,"PB notional 22,382,467 vs book 22,929,776 (x0.9761)",8.253466882932116,stale_mark,True
2020-10-02,KIM,borrow_fee,notional_break,"PB notional 23,642,512 vs book 24,233,066 (x0.9756)",5.4375325420514855,stale_mark,True
2020-10-05,UA,borrow_fee,notional_break,"PB notional 24,560,959 vs book 24,677,472 (x0.9953)",2.1885500829532702,stale_mark,True
2020-10-07,FE,borrow_fee,notional_break,"PB notional 24,287,513 vs book 24,407,313 (x0.9951)",0.9828887572320184,stale_mark,True
2020-10-08,IMO,borrow_fee,notional_break,"PB notional 23,140,668 vs book 24,597,744 (x0.9408)",40.86455378037817,stale_mark,True
2020-10-15,TAP,borrow_fee,notional_break,"PB notional 24,186,951 vs book 24,303,101 (x0.9952)",1.804543605544552,stale_mark,True
2020-10-19,KIM,short_rebate,missing_in_pb,"book 55.64, no PB line",55.64441642315839,,True
2020-10-21,TLRY,borrow_fee,duplicate_line,2 PB lines vs 1,-267.9592312254978,duplicate_fee,True
2020-10-27,BA,borrow_fee,duplicate_line,2 PB lines vs 1,-153.3254825457641,duplicate_fee,True
2020-10-28,MAC,borrow_fee,notional_break,"PB notional 23,436,325 vs book 22,051,759 (x1.0628)",-3846.0172796959596,stale_mark,True
2020-11-02,SLB,borrow_fee,rate_break,PB rate 0.002753 vs book 0.002762,0.5887204303384408,stale_fee_rate,True
2020-11-03,SLB,borrow_fee,rate_break,PB rate 0.002753 vs book 0.002764,0.7101166597232691,stale_fee_rate,True
2020-11-04,PK,short_rebate,missing_in_pb,"book 59.20, no PB line",59.19790385012526,,True
2020-11-04,SLB,borrow_fee,rate_break,PB rate 0.002753 vs book 0.002766,0.8357736845016177,stale_fee_rate,True
2020-11-05,SLB,borrow_fee,rate_break,PB rate 0.002753 vs book 0.002760,0.47367492898430896,stale_fee_rate,False
2020-11-06,SLB,borrow_fee,rate_break,PB rate 0.002753 vs book 0.002766,0.7965231990353914,stale_fee_rate,True
2020-11-09,SLB,borrow_fee,rate_break,PB rate 0.002753 vs book 0.002742,-0.7980201480531264,stale_fee_rate,True
2020-11-10,SLB,borrow_fee,rate_break,PB rate 0.002753 vs book 0.002742,-0.8006437525843353,stale_fee_rate,True
2020-11-11,SLB,borrow_fee,rate_break,PB rate 0.002753 vs book 0.002744,-0.6467659227628815,stale_fee_rate,True
2020-11-12,IMO,borrow_fee,duplicate_line,2 PB lines vs 1,-681.2825091308722,duplicate_fee,True
2020-11-12,SLB,borrow_fee,rate_break,PB rate 0.002753 vs book 0.002763,0.7449542944707446,stale_fee_rate,True
2020-11-13,SLB,borrow_fee,rate_break,PB rate 0.002753 vs book 0.002770,1.298454510593814,stale_fee_rate,True
2020-11-16,SLB,borrow_fee,rate_break,PB rate 0.002753 vs book 0.002753,-0.008318201907115963,stale_fee_rate,False
2020-11-17,SLB,borrow_fee,rate_break,PB rate 0.002753 vs book 0.002758,0.42796515215724185,stale_fee_rate,False
